lyrics_string,genre_class
"Before I spoke a word\nYou were singing over me\nYou have been so, so good to me\n\nBefore I took a breath\nYou breathed your life in me\nYou have been so, so kind to me\n\nThe overwhelming, never-ending\nReckless love of God\nOh, it chases me down\nFight 'til I'm found\nLeaves the ninety-nine\nI couldn't earn it and I don't deserve it\nStill you give yourself away\nThe overwhelming, never-ending\nReckless love of God\n\nWhen I was your foe\nStill your love fought for me\nYou have been so, so good to me\n\nWhen I felt no worth\nYou paid it all for me\nYou have been so, so kind to me\n...\n\n\n",C22
"They said I was nothing but a troublemaker\nNever up to no good\nYou were the perfect all American girl\nWouldn't touch me even if you could\nBut you was sneaking out your window every night\nRiding shotgun in my car\nWe go to the river and find us a spot\nAnd probably went a little too far\nJust a little too far\n\nCause I was gonna be your forever\nYou were gonna be my wife\nWe didn't know any better\nDidn't have a clue about life\n\nBut I was what you wanted\nyou were what I needed\nAnd we could meet in between\nWe were gonna be the greatest love story\nThis town had ever seen\n\nSo you went off to college and I got a job\n...\n\n\n",C6
"I was a boat stuck in a bottle\nThat never got the chance to touch the sea\nJust forgotten on the shelf\nNo wind in the sails\nGoing no where with no one but me\nI was one in one-hundred billion\nA burned out star in a galaxy\nJust lost in the sky, wondering why\nEveryone else shines out but me\n\nBut\nI came to life when I first kissed you\nThe best me has his arms around you\nYou make me better than I was before\nThank God, I'm yours\n\nI was a worn out set of shoes\n...\n\n\n",C6
"When he told you you're not good enough\nWhen he told you you're not right\nWhen he told you you're not strong enough\nTo put up a good fight\nWhen he told you you're not worthy\nWhen he told you you're not loved\nWhen he told you you're not beautiful\nThat you'll never be enough\n\nFear he is a liar\nHe will take your breath\nStop you in your steps\nFear he is a liar\nHe will rob your rest\nSteal your happiness\nCast your fear in the fire\n...\n\n\n",C22
"I'd lose my way, yeah, I'd lose my mind\nIf I faced one day on my own\nI knew I was saved, the night that she gave\nThis drifter's heart a home\n\nEvery night I should be on my knees\nLord knows how lucky I am\nI'll never say it near enough\nThank God for this woman, amen\n\nThis world has a way of shaking your faith\nI've been broken again and again\nBut I need all the cracks in my shattered heart\n...\n\n\n",C6
"I've been reading books of old\nThe legends, and the myths\nAchilles, and his gold\nHercules, and his gifts\nSpiderman's control\nAnd Batman with his fists\nAnd clearly I don't see myself upon that list\n\nShe said, where'd you wanna go?\nHow much you wanna risk?\nI'm not looking for somebody\nWith some superhuman gifts\nSome superhero\nSome fairytale bliss\nJust something I can turn to\nSomebody I can kiss\n\nI want something just like this\nDoo-doo-doo, doo-doo-doo\nDoo-doo-doo, doo-doo\nDoo-doo-doo, doo-doo-doo\nOh, I want something just like this\nDoo-doo-doo, doo-doo-doo\nDoo-doo-doo, doo-doo\n...\n\n\n",C17
"Bottles and a bucket full of ice (yeah)\nBetter make room, vroom hear the lambo (celebrate)\nBitch better believe that I'ma sniper (yeah)\nYou know I'm about to take you from your man tho (so celebrate)\nPop up with the chopper and artificial niggas\nacting like bitches done started up a epidemic\nIt don't make a difference, nigga we winning, I'm plenty grinning\nA hundred million platinum fucking you ain't got to listen (celebrate)\nYou better step down to me,\nfeel the dick bitch open up your mouth for me\nNow choke, talk to the dick honestly\nI'm dope, bitch, comming me like eenie meenie miney mo (celebrate)\nI don't like when I lose,\nif I don't buy for them shoes, I don't like those (regulate)\nDo anything that i want to it,\nthink I'm gonna dance on the moon like Micheal (elevate)\nWhile I'm driving, I'm moon walking in the sky\nSay shooters be jumping inside\nTo be with you, duck [??]\n[??], a couple choppers, acoustic and the guitar\nWhen the music is I'm alive and I\nused to get stuck inside of the cubics\nI never lie with the truth\nI'm so fucking tired of these losers\nAnd all my life, wanted the [??] time and the juice\nBut I'd rather die than to lose\nIt's a matter of time 'fore i lose it\nAnd strategize with the movement\nWalk in the trap like a boss, ooh\nHoe, you know I'm dripping with the sauce, ooh\nPretty with a face full of scars, all they do is build me up\nTry to take me apart. They don't never want to (celebrate)\nLike you have a label [??] heard the chopper make 'em [??]\nAll you niggas sweet as candy, chocolate chip\nand I relate to Jolly Ranchers, [??] bubblegum and watermelon flavored\nGet the paper [??] (celebrate)\nOn the corner\nHeard you niggas got the juice, but I got Corona\nGot a little spanish bitch that I call, my [??]\n...\n\n\n",C18
"Yeah, yeah, mmm\n\nCandy paint with the white on top\nLambo doors are the oo-op drop\nIf you busy plotting on what I got\nKick in your door, that's what you thought\nHundred thousand dollars on the table top\nHalf price my whips same price my watch\nGot no jumper but I ball a lot\nBitch I'm young stoney, I do what I want\nCandy paint with the white on top\nLambo doors are the oo-op drop\nIf you busy plotting on what I got\nKick in your door, that's what you thought\nHundred thousand dollars on the table top\nHalf price my whips same price my watch\nGot no jumper but I ball a lot\nBitch I'm young stoney, I do what I want\n\nDidn't know that was your girl when she gave me top\nKicked her out the Rolls said, Thanks a lot\nGod damn I love paper, like I'm Michael Scott\nI can do things that your man cannot\nSlide boy comin' down\nDamn I'm hot\nEverybody say that I gotta be stopped\nEven though my final form ain't unlocked\nI'm so far ahead of you motherfuckers\n...\n\n\n",C18
"Well, you almost had me fooled\nTold me that I was nothing without you\nOh, but after everything you've done\nI can thank you for how strong I have become\n\n'Cause you brought the flames and you put me through hell\nI had to learn how to fight for myself\nAnd we both know all the truth I could tell\nI'll just say this is I wish you farewell\n\nI hope you're somewhere praying, praying\nI hope your soul is changing, changing\nI hope you find your peace\nFalling on your knees, praying\n...\n\n\n",C14
"Got a girl from the Southside\nGot braids in her hair\nFirst time I seen her walk by\nMan I ‘Bout fell up out my chair\n\nHad to get her number\nTook me like 6 weeks\nNow me and her go way back\nLike Cadillac seats\n\nBody like a back road\nCould drive it with my eyes closed\nI know every curve like the back of my hand\nDoin' fifteen in a thirty\nI ain't in no hurry\nI'm a take it slow just as fast as I can\n\nThe way she fit in them blue jeans\nShe don't need no belt\n...\n\n\n",C6
"Hey\nEvery kiss is a door\nCan I knock on yours? Can we knock a little more?\nIf your touch is a key\nKeep on twisting, keep on locking, keep on turning me\n\nLet me in\nI wanna be closer to you, let you under my skin\nIf I let you in\nYou gotta be careful with it\nLet me tell you again (hey)\n\nLove so soft, you ain't had nothing softer\nBreak it then you buy it and it sure gonna cost you\nLove so soft that you can't rub off\nYou gon' love it if you try it\nGot you hooked, now you're caught up\n\nLove so soft, so soft (so soft)\nLove so soft, so soft (so soft)\n\n...\n\n\n",C14
"Daddy drove the wheels off a flatbed Ford\nFlies found the hole in the old screen door\nGranny said the dress that my sister wore\nTo church wasn't long enough\n\nMomma poured grease in a Chrisco can\nPut a hundred thousand miles on a Sears box fan\nUncle Joe put tobacco on my hand where\nThe yellow jacket's torn me up\nAnd I ain't making this up\n\nOh, you think I'm talking crazy\nIn a different language you might not understand\nOh, that's alright\nThat's just the kind of life that made me who I am\nJust taking my mind on a visit\nBack in time cos I miss it\nYou wouldn't know how to love it like I love it\n...\n\n\n",C6
"When the devil's knocking at my door\nWhen I'm broken and I'm battle worn\nDown in the valley, on my knees\nYea she's, yea she's with me\n\nAin't she amazing, amazing, out of my league?\nAnd ain't it crazy, crazy, she happened to me?\nShe calls me baby, baby, hard to believe\nThat she's, yea she's with me\n\nWhen my dreams are running out of road\nAnd the world around me's turning cold\nAnyone else would up and leave\nBut she's, yea she's with me\n\nAin't she amazing, amazing, out of my league?\nAnd ain't it crazy, crazy, she happened to me?\n...\n\n\n",C6
"Maybe in another life\nI could find you there\nPulled away before your time\nI can't deal it's so unfair\n\nAnd it feels\nAnd it feels like\nHeaven's so far away\nAnd it feels\nYeah, it feels like\nThe world has grown cold\nNow that you've gone away\n\nLeaving flowers on your grave\nShow that I still care\nBlack roses and Hail Mary's\nI can't bring back what's taken from me\n\nI reach to the sky\n...\n\n\n",C1153
"Take a hit, shoot me down, shoot me down\nI will never hit the ground, hit the ground\nPlaying dead, I'll never do\nGotta keep an eye on you\nPatience is wearing thin, paper thin\nPromises broke again, what a sin\nBut it only feeds my energy\nSo don't expect no sympathy\n\nSmoke, fire, it's all going up\nDon't you know I ain't afraid to shed a little blood\nSmoke, fire, flares are going up, flares are going up\n\nOh, won't wave my white flag, no\nThis time I won't let go\nI'd rather die\nThan give up the fight, give up the fight\nGive up the fight, give up the fight\nWon't wave my white flag, no\nOh, I won't go down slow\nI'd rather die\nThan give up the fight, give up the fight\nGive up the fight, give up the fight\nWhoa, whoa, whoa, whoa\n...\n\n\n",C20
"If I hit it one time I'ma pipe her\nIf I hit it two times then I like her\nIf I fuck three times I'ma wife her\nIt ain't safe for the black or the white girls\nIt ain't safe\nIt ain't safe\nIt ain't safe\nIt ain't safe\nTell your man pipe up\nNigga pipe up\nHunnit bands from the safe\nIn your face, what'd you say?\nMoney, dance\nTurn this shit into a nightclub\n\nFuck with me and get some money, yeah ayy\nFuck with me and get some money (ayy)\nFuck with me and get some money (ayy)\nFuck with G and get some money\n\nNo limit I'm a fucking soldier, ayy\nAlways lit, yeah I'm never sober\nIt's been three days in a row, your bitch coming over\nTold that bitch to kick rock, she act like it's a boulder, ayy\n'Rari, shopping\nLet me, cop it\nAlways, poppin'\nHella, poppin'\nShe's a bopper\nHomie, hoppin'\nAin't no, stopping\nAlbum, dropping\nGot the city on fire\nBitch lying on me like she tired\nI might have to fuck around and call Kamaiyah\nHoe stirring up the pot, Jambalaya\nYoung Gerald\n\nì\nIf I hit it one time I'ma pipe her\nIf I hit it two times then I like her\nIf I fuck three times I'ma wife her\nIt ain't safe for the black or the white girls\nIt ain't safe\nIt ain't safe\nIt ain't safe\n...\n\n\n",C18
"We were golden, we were fire, we were magic\nYeah and they all knew our names all over town\nWe had it made in the middle of the madness\nWe were neon in a gray cloud\n\nYeah, we wrote our own story\nFull of blood sweat and heartbeats\nWe didn't do it for the fame or the glory\nBut we went down in history\n\nYeah we were legends\nLoving you baby it was Heaven\nWhat everyone wondered we'd never question\nClose our eyes and took on the world together\nDo you remember?\nWe were crazy\nTragic and epic and so amazing\nI'll always wear the crown that you gave me\nWe will always stay lost in forever\nAnd they'll remember\n...\n\n\n",C6
"Hello darkness, my old friend\nI've come to talk with you again\nBecause a vision softly creeping\nLeft its seeds while I was sleeping\nAnd the vision that was planted in my brain\nStill remains\nWithin the sound of silence\n\nIn restless dreams I walked alone\nNarrow streets of cobblestone\n'Neath the halo of a street lamp\nI turned my collar to the cold and damp\nWhen my eyes were stabbed by the flash of a neon light\n...\n\n\n",C21
"Tonight\nI just want to take you higher\nThrow your hands up in the sky\nLet's set this party off right\n\nPlayers, put yo' pinky rings up to the moon\nGirls, what y'all trying to do?\n24 karat magic in the air\nHead to toe soul player\nUh, look out!\n\nPop pop, it's show time (Show time)\nShow time (Show time)\nGuess who's back again?\nOh they don't know? (Go on tell 'em)\nOh they don't know? (Go on tell 'em)\nI bet they know soon as we walk in (Showin' up)\nWearing Cuban links (ya)\nDesigner minks (ya)\nInglewood's finest shoes (Whoop, whoop)\nDon't look too hard\nMight hurt ya'self\nKnown to give the color red the blues\n\nOoh shit, I'm a dangerous man with some money in my pocket\n(Keep up)\nSo many pretty girls around me and they waking up the rocket\n(Keep up)\nWhy you mad? Fix ya face\nAin't my fault y'all be jocking\n(Keep up)\n...\n\n\n",C14
"Couple cover charge stamps got her hand looking like a rainbow\nIn and out of every bar on a whim just like the wind blows\nShe's either a bachelorette or coming off a breakup\nTake a drunk girl home\n\nShe's bouncing like a pinball\nSinging every word she never knew\nDancing with her eyes closed like she's the only one in the room\nBut here's a perfect mess, falling out of that dress\nTake a drunk girl home\n\nTake a drunk girl home\nLet her sleep all alone\nLeave her keys on the counter your number by the phone\nPick up her life she threw on the floor\n...\n\n\n",C6
"I can't count the times\nAlmost said what's on my mind\nBut I didn't\nJust the other day\n\nI wrote down all the things I'd say\nBut I couldn't\nI just couldn't\nBaby I know that you've been wonderin'\nMmm, so here goes nothin'\n\nIn case you didn't know\nBaby I'm crazy 'bout ya\nAnd I would be lyin' if I said\nThat I could live this life without ya\nEven though I don't tell you all the time\nYou had my heart a long long time ago\n...\n\n\n",C6
"When you hear somebody say somebody hits like a girl\nHow does that hit you?\nIs that such a bad thing?\nWhen you hear a song that they play saying you run the world\nDo you believe it?\nWill you live to see it?\n\nSister, shoulder, daughter lover, healer, broken halo,\nmother nature, fire, suit of armor, soul survivor, holy water\nSecret keeper, fortune teller, virgin Mary,\nscarlet letter, technicolor, river wild, baby girl, woman, child\nFemale\n\n...\n\n\n",C6
"Duffle bag, backseat\nMy dash, your feet\nThose other side of the highway headlights making you shine\nMy hand, your leg\nPlaylist playing\nEven though I haven't made it yet\nI'm dragging it, dropping it in my mind\n\nYou're a drive real slow, down a no lane road\nTo a house on a hill where the wild things grow\nYou're wake up in pajamas, not a trace of makeup on ya\nYou're a help her fix it, having breakfast with my momma\nYou're a take back home, home, home girl\nHome, home, home girl\nTake back home, home, home girl\nHome, home, home girl\n\nYou're the kind I wanna take a ride with\nSit by on a Friday night\n...\n\n\n",C6
"You must think that I'm stupid\nYou must think that I'm a fool\nYou must think that I'm new to this\nBut I have seen this all before\n\nI'm never gonna let you close to me\nEven though you mean the most to me\n'Cause every time I open up, it hurts\nSo I'm never gonna get too close to you\nEven when I mean the most to you\nIn case you go and leave me in the dirt\n\nAnd every time you hurt me, the less that I cry\nAnd every time you leave me, the quicker these tears dry\nAnd every time you walk out, the less I love you\nBaby, we don't stand a chance, it's sad but it's true\n\nI'm way too good at goodbyes\n(I'm way too good at goodbyes)\nI'm way too good at goodbyes\n(I'm way too good at goodbyes)\n...\n\n\n",C14
"This is my palace, champagne in my chalice\nI got it all covered like a wedding band\nWondaland, so my alias is Alice\nWe gon' start a motherfuckin' pussy riot\nOr we gon' have to put 'em on a pussy diet\nLook at that, I guarantee I got 'em quiet\nLook at that, I guarantee they all inspired\nA-town, made it out there\nStraight out of Kansas City, yeah we made it out there\nCelebrated, graduated, made it pass/fail\nSassy, classy, Kool-Aid with the kale\nMomma was a G, she was cleanin' hotels\nPoppa was a driver, I was workin' retail\nKept us in the back of the store\nWe ain't hidden no more, Moonlit nigga, lit nigga\n\nAlready got a Oscar for the cause\nRunnin' down Grammys with the family\nProlly give a Tony to the homies\nProlly get a Emmy dedicated to the\nHighly melanated, ArchAndroid orchestrated\nYeah, we highly melanated, ArchAndroid orchestrated\n...\n\n\n",C15
"I can only imagine\nWhat it would be like\nWhen I walk by your side\n\nI can only imagine\nWhat my eyes would see\nWhen your face is before me\nI can only imagine\nI can only imagine\n\nSurrounded by your glory\nWhat will my heart feel\nWill I dance for you Jesus\nOr in awe of You be still\nWill I stand in your presence\nTo my knees will I fall\nWill I sing hallelujah\nWill I be able to speak at all\n\nI can only imagine\nI can only imagine\n\n...\n\n\n",C22
"Sunday morning, man,\nshe woke up fighting mad\nBitching and moaning on and on 'bout the time I had\nAnd by Tuesday, you could say that girl was good as gone\nThen when Thursday came around,\nI was all alone\n\nSo I went for a drive to clear my mind,\nended up at a Shell on I-65\n\nThen I won a hundred bucks on a scratch off ticket\nBought two twelve packs and a tank of gas with it\nShe swore they were a waist of time,\noh, but she was wrong\nI was caller number 5 on a radio station,\nwon a 4-day, 3-night, beach vacation\nDeep sea, senorita,\n...\n\n\n",C6
"Mercy\nWhy you gotta show up lookin so good just to hurt me\nWhy you wanna stop this whole damn world from turning\nMercy\nWhy you hanging on so tight if this ain't working\nWhy you wanna stop this flame if it's still burning\nCause it's still burning\n\nSo if you're gonna break my heart, just break it\nAnd if you're gonna take your shot, then take it\nTake it\nIf you made up your mind, then make it\nMake this fast\nIf you ever loved me\nHave mercy\n\n...\n\n\n",C6
"Wake up to a cloudy day\nDark rolls in and it starts to rain\nStaring out to the cage-like walls\nTime goes by and the shadows crawl\n\nCrushin' Candy Crush-ing pills\nGot no job, mom pays my bills\nTextin', Nexus, get my feels\nSweatin' bullets, Netflix-chills\n\nWorld's out there singin' the blues\nTwenty more dead on the evening news\nThink to myself: Really, what's the use?\nI'm just like you, I was born to lose\n\nWhy, oh why can't you just fix me?\nWhen all I want's to feel numb\nBut the medication's all gone\n\nWhy, oh why does God hate me?\nWhen all I want's to get high\nAnd forget this so-called life\n\nI am so freakin' bored\nNothing to do today\nI guess I'll sit around and medicate (I medicate)\n\nI am so freakin' bored\nNothing to do today\nI guess I'll sit around and medicate (I medicate)\n\nCan't wait to feel better than I ever will\n...\n\n\n",C21
"You call me all friendly\nTellin' me how much you miss me\nThat's funny, I guess you've heard my songs\n\nWell, I'm too busy for your business\nGo find a girl who wants to listen\n'Cause if you think I was born yesterday, you have got me wrong\n\nSo I cut you off\nI don't need your love, 'cause I already cried enough\nI've been done\nI've been movin' on since we said goodbye\n\nI cut you off\nI don't need your love, so you can try all you want\nYour time is up, I'll tell you why\n\nYou say you're sorry, but it's too late now\nSo save it, get gone, shut up\n'Cause if you think I care about you now\nWell, boy, I don't give a fuck\n\nI remember that weekend\nWhen my best friend caught you creepin'\nYou blamed it all on the alcohol\n...\n\n\n",C14
"You've been running 'round, running 'round, running 'round\nThrowing that dirt all on my name\n'Cause you knew that I, knew that I, knew that I'd call you up\nYou've been going 'round, going 'round, going 'round\nEvery party in LA\n'Cause you knew that I, knew that I, knew that I'd be at one\n\nI know that dress is karma, perfume regret\nYou got me thinking about when you were mine, ooh\nAnd now I'm all up on you, what'd you expect?\nBut you're not coming home with me tonight\n\nYou just want attention, you don't want my heart\nMaybe you just hate the thought of me with someone new\nYeah, you just want attention, I knew from the start\nYou're just making sure I'm never getting over you\n\nYou've been running 'round, running 'round, running 'round\nThrowing that dirt all on my name\n'Cause you knew that I, knew that I, knew that I'd call you up\nBaby, now that we're, now that we're, now that we're\n...\n\n\n",C14
"Doh\nDoh doh doh, doh doh doh\nDoh doh\nDoh doh doh, doh doh doh\nDoh doh\nDoh doh doh, doh doh doh\nDoh doh\nAaaaaow!\n\nThis shit, that ice cold\nMichelle Pfeiffer, that white gold\nThis one, for them hood girls\nThem good girls, straight masterpieces\n\nStylin', while in\nLivin' it up in the city\nGot Chucks on with Saint Laurent\nGotta kiss myself, I'm so pretty\n\nI'm too hot (hot damn)\nCalled a police and a fireman\nI'm too hot (hot damn)\nMake a dragon wanna retire, man\n\nI'm too hot (hot damn)\nSay my name, you know who I am\nI'm too hot (hot damn)\nAm I bad 'bout that money?\nBreak it down\n\nGirls hit your hallelujah (wooh)\nGirls hit your hallelujah (wooh)\nGirls hit your hallelujah (wooh)\n'Cause Uptown Funk gon' give it to you (wooh)\n\n'Cause Uptown Funk gon' give it to you\n'Cause Uptown Funk gon' give it to you\nSaturday night, and we in the spot\nDon't believe me, just watch, come on!\n\nDon't believe me, just watch\nDon't believe me, just watch\nDon't believe me, just watch\nDon't believe me, just watch\n...\n\n\n",C14
"I got a condo in Manhattan\nBaby girl, what's hatnin'?\nYou and your ass invited\nSo gon' and get to clappin'\nSo pop it for a pimp\nPop, pop it for me\nTurn around and drop it for a pimp\nDrop, drop it for me\nI'll rent a beach house in Miami\nWake up with no jammies\nLobster tail for dinner\nJulio serve that scampi\nYou got it if you want it\nGot, got it if you want it\nSaid you got it if you want it\nTake my wallet if you want it now\n\nJump in the Cadillac\nGirl, let's put some miles on it\nAnything you want\nJust to put a smile on it\nYou deserve it baby, you deserve it all\nAnd I'm gonna give it to you\n\nGold jewelry shining so bright\nStrawberry champagne on ice\n...\n\n\n",C14
"I've been held by the Savior\nI've felt fire from above\nI've been down to the river\nI ain't the same\nA prodigal returned\n\nAll my hope is in Jesus\nThank God that yesterday's gone\nAll my sins are forgiven\nI've been washed by the blood\n\nI'm no stranger to the prison\nI've worn shackles and chains\n...\n\n\n",C22
"I'm waking up to ash and dust\nI wipe my brow, and I sweat my rust\nI'm breathing in the chemicals\n\nI'm breaking in and shaping up\nThen checking out on the prison bus\nThis is it, the apocalypse\nWhoa\n\nI'm waking up\nI feel it in my bones\nEnough to make my system blow\nWelcome to the new age, to the new age\nWelcome to the new age, to the new age\n\nWhoa-oh-oh-oh, oh\nWhoa-oh-oh-oh, I'm\nRadioactive, radioactive\n\nWhoa-oh-oh-oh, oh\nWhoa-oh-oh-oh, I'm\nRadioactive, radioactive\n...\n\n\n",C20
"Would've thought you wrote down every word\nGoodbye spelled out like it had been rehearsed\nThere ain't no point in tryin' to change your mind\nSeems like you've got it all figured out. You're alright\n\nWith the way this is goin' down\nDon't tell me we can still be friends\nHangin' on the weekend\nYou're gonna be okay if I start seein' somebody new\nYou hope that I do\nIt won't be alone\n\nTill I forget to call every time that I'm drinkin'\nAnd you ain't the love song\nI can't keep from singin'. I gotta be honest\nYou really believe that's the truth\nYou never loved me like I loved you\n\nBy the way you're talkin: you would think\nYou never had any real feelings for me\n...\n\n\n",C6
"Nobody pray for me\nIt's been that day for me\nWaaaaay (yeah, yeah!)\n\nAyy, I remember syrup sandwiches and crime allowances\nFinesse a nigga with some counterfeits, but now I'm countin' this\nParmesan where my accountant lives; in fact, I'm downin' this\nD'USSÉ with my boo bae tastes like Kool-Aid for the analysts\nGirl, I can buy yo' ass the world with my paystub\nOoh, that pussy good, won't you sit it on my taste bloods?\nI get way too petty once you let me do the extras\nPull up on your block, then break it down: we playin' Tetris\nA.M. to the P.M., P.M. to the A.M., funk\nPiss out your per diem, you just gotta hate 'em, funk\nIf I quit your BM, I still ride Mercedes, funk\nIf I quit this season, I still be the greatest, funk\nMy left stroke just went viral\nRight stroke put lil' baby in a spiral\nSoprano C, we like to keep it on a high note\nIt's levels to it, you and I know\n\nBitch, be humble (hol' up, bitch)\nSit down (hol' up, lil', hol' up, lil' bitch)\nBe humble (hol' up, bitch)\n...\n\n\n",C18
"When you're lost in the moment\nYou can't see where you going\nI didn't who I could trust\nSo I put all my faith in us\nOh, you tore me to pieces\nTurned my strength into weakness\nI didn't want it all to fall apart\nSo I decided just to play the part\n\nBut honestly, I do it all again\nPutting up with all the bullshit, he made me strong enough to do this\n\nYou used to bother me\nThought I could never leave\nAfter all that I've been through, nothing left to prove\nNo, no, no, I don't think about you\nWeighing down on me\nI lost my sanity\nAnd now that we are through\nNothing left to lose\nNo, no, no, I don't think about you\n\nI feel freedom where I stand now\n...\n\n\n",C14
"I spoke a vow today and asked if God would come and play\nI've dug a shallow hole for him to sleep\nBut I swear he just won't answer me\nI call on out is he afraid, I'll bury him down with the ones he keeps\nAnd if the devil is listening, I'll come for him as well\nIf I suspect he had a hand to play\nAnd if I see his face in town, there's room for two down underground\nNothing's gonna stop me till I'm done\nUntil I'm done, until I'm done, until I'm done, until I'm done\n'Cause tonight I'm killing gods, killing gods\n\nIt's guilt and frustration, it's everything between\nThe silence and the absence hitting home\nPeripheral glances and the chasing of a sound\nI never knew I'd miss until it's gone\nSo ask me how I'm coping\nAnd I'll smile and tell you: I'm just fine\n...\n\n\n",C21
"Yeah, I'd rather be a lover than a fighter\n'Cause all my life, I've been fighting\nNever felt a feeling of comfort\nAll this time, I've been hiding\n\nAnd I never had someone to call my own, oh nah\nI'm so used to sharing\nLove only left me alone\nBut I'm at one with the silence\n\nI've found peace in your violence\nCan't show me there's no point in trying\nI'm at one, and I've been quiet for too long, oh\n\nI've found peace in your violence\nCan't show me there's no point in trying\n...\n\n\n",C17
"I like that you're broken\nbroken like me\nMaybe that makes me a fool\n\nI like that you're lonely\nlonely like me\nI could be lonely with you\n\nI met you late night, at a party\nSome trust fund baby's Brooklyn loft\nBy the bathroom, you said let's talk,\nBut my confidence is wearing off\n\nThese aren't my people\nThese aren't my friends\nShe grabbed my face and that's when she said\n\nI like that you're broken\nbroken like me\nMaybe that makes me a fool\n\n...\n\n\n",C20
"I think that I'll keep loving you, way past sixty-five\nWe made a language for us two, we don't need to describe\nEvery time you call on me, I drop what I do\nYou are my best friend and we've got some shit to shoot\n\nDo you wanna meet me at the bar? (ya)\nDo you wanna meet me at the lounge? (ya)\nDo you wanna meet me in the club? (ya)\nDo you wanna meet me downtown? (okay)\nDo you wanna meet me in the east? (ya)\nDo you wanna meet me in the west? (ya)\nDo you wanna meet me on the block? (ya)\nDo you wanna meet me at the spot? (okay)\n\nI think that I'll keep loving you, way past sixty-five\nWe made a language for us two, we don't need to describe\nEvery time you call on me, I drop what I do\nYou are my best friend and we've got some shit to shoot\n...\n\n\n",C17
"Sittin' with you in a dark room\nWarm by a fireplace\nYou know there's just something about you\nYou brighten my day uum uum\n\nI got something to run past you\nI just hope I say it right\nSo I take your hand and ask you\nHave you made plans for the rest of your life?\nThere's one thing I should be givin up, givin' up now\n\nAnd that's worryin' about life\nOh, I'll be fine\nIf one gray hair shows, i'll be fine\nIf my waistline goes, i'll be fine\n...\n\n\n",C6
"I'm so gone\nAnyone could see that I'm wasted\nYou cut through\nAnd I just wanna know what's in your head\n\nWrite it on a piece of paper, honey\nPut it in my coat before I go\nHidden in a place you know I'll find it\nLater when I'm sitting all alone\n\nLet me in\nEverything starts at your skin, so new\nYour love's always finding me out\nWho am I kidding?\nIf all my defences come down, oh baby\n\n...\n\n\n",C20
"I wanna follow where she goes\nI think about her and she knows it\nI wanna let her take control\nCause everytime that she gets close, yeah\n\nShe pulls me in enough to keep me guessing (Hmm)\nAnd maybe I should stop and start confessing\nConfessing, yeah\n\nOh, I've been shaking\nI love it when you go crazy\nYou take all my inhibitions\nBaby, there's nothing holdin' me back\n\nYou take me places that tear up my reputation\nManipulate my decisions\nBaby, there's nothing holdin' me back\n\nThere's nothing holdin' me back\nThere's nothing holdin' me back\n\nShe says that she's never afraid\nJust picture everybody naked\nShe really doesn't like to wait\n...\n\n\n",C14
"(Twerk)\nGirl I wanna see you, Twerk\nI'll throw a lil money if you Twerk\nIon really think you could, Twerk\n(Twerk)\nIf you broke, Go to, Work\nMake that big booty, Twerk\nMake that big booty, Twerk\nCan I touch that Booty?\nThat booty, that big ol' booty\nShake that booty, Can I lay on the booty?\nMike Tyson on the booty\nCopyright that booty\n\nBounce that booty on the floor (Shit)\nShake till you get a lil sore (Shit)\nShow em, yo mamma made a hoe (Shit)\nGo ahead and get a little low (Shit)\nShake that booty in the car (Shit)\nShake that booty in the store (Shit)\n(Shit)\nPop it, Stop it, Drop it, Pop it\nIf I hit Alexis Skyy\nI'm a motherfuckin rocket\n(Shit)\n...\n\n\n",C18
"That's my word! Get up in they face!\nTalk your shit! Let your nuts drag nigga!\nNigga, these niggas just runnin' out they fuckin' mouth, man\nFollow protocol Blood, get in they fuckin' chest nigga1\n(Scum Gang!)\nWe the fuckin' MOB, nigga\nThese niggas bleed different\nWe don't bleed nigga\nWe make niggas bleed, Blood!\nTR3YWAY!\n\nThese niggas say they heard of me, I ain't heard of you\nGet the fuck up out my fucking face, 'fore I murder you\nBitch niggas always jacking blood, but I know they fu\nWhole squad full of fucking killers, I'm a killer too\nSend shots, shots, shots, shots, shots nigga\n...\n\n\n",C18
"Makeba, makeba ma que bella\nMakeba, makes my body dance for you\nMakeba, makeba ma que bella\nMakeba, makes my body dance for you\nMakeba, makeba ma que bella\nMakeba, makes my body dance for you\nMakeba, makeba ma que bella\nMakeba, makes my body dance for you\n\nI wanna hear your breath just next to my soul\nI wanna feel your breasts without any rests\nI wanna see you sing, I wanna see you fight\n...\n\n\n",C14
"Ooh, don't we look good together?\nThere's a reason why they watch all night long\nYeah, know we'll turn heads forever\nSo tonight I'm gonna show you off\n\nWhen I'm walkin' with you\nI watch the whole room change\nBaby, that's what you do\nNo my baby don't play\nBlame it on my confidence\nOh, blame it on your measurements\nShut that shit down on sight\nThat's right\n\nWe out here drippin' in finesse\nIt don't make no sense\nOut here drippin' in finesse\nYou know it, you know it\nWe out here drippin' in finesse\nIt don't make no sense\nOut here drippin' in finesse\nYou know it, you know it\n\nNow slow it down for me baby\n'Cause I love the way it feels when we grind\nYeah, our connection's so magnetic on the floor\n...\n\n\n",C14
